,title,artist,peakPos,lastPos,weeks,rank,isNew,date,track_uri
63999,It Will Rain,Bruno Mars,3,5,9,3,False,2011-12-04,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
64000,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,6,23,4,False,2011-12-04,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
64001,Someone Like You,Adele,1,3,21,5,False,2011-12-04,spotify:track:1zwMYTA5nlNjZxYrvBB2pV
64002,Without You,David Guetta Featuring Usher,4,4,13,6,False,2011-12-04,spotify:track:1KMkcUvF7m3SDChDOa7i5L
64003,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,8,24,7,False,2011-12-04,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
64004,Good Feeling,Flo Rida,7,7,9,8,False,2011-12-04,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
64005,The One That Got Away,Katy Perry,9,10,7,9,False,2011-12-04,spotify:track:6hkOqJ5mE093AQf2lbZnsG
64006,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,16,36,10,False,2011-12-04,spotify:track:0IkKz2J93C94Ei4BvDop7P
64007,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,11,15,9,11,False,2011-12-04,spotify:track:07KYRDFf8Q6sqj4PWCP9vh
64008,You Make Me Feel...,Cobra Starship Featuring Sabi,7,13,20,12,False,2011-12-04,spotify:track:16Of7eeW44kt0a1M0nitHM
64009,Pumped Up Kicks,Foster The People,3,12,31,13,False,2011-12-04,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
64010,Headlines,Drake,13,30,16,14,False,2011-12-04,spotify:track:6LxSe8YmdPxy095Ux6znaQ
64011,Ni**as in Paris,Jay Z Kanye West,15,17,16,15,False,2011-12-04,spotify:track:4Li2WHPkuyCdtmokzW2007
64012,Mr. Know It All,Kelly Clarkson,10,20,12,16,False,2011-12-04,spotify:track:7uRznL3LcuazKpwCTpDltz
64013,Work Out,J. Cole,17,19,13,17,False,2011-12-04,spotify:track:2wAJTrFhCnQyNSD3oUgTZO
64014,Dance (A$$),Big Sean Featuring Nicki Minaj,18,21,8,18,False,2011-12-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
64015,Fly,Nicki Minaj Featuring Rihanna,19,25,14,19,False,2011-12-04,spotify:track:5OQsiBsky2k2kDKy2bX2eT
64016,Super Bass,Nicki Minaj,3,26,31,20,False,2011-12-04,spotify:track:3hlksXnvbKogFdPbpO9vel
64017,In The Dark,Dev,11,22,17,21,False,2011-12-04,spotify:track:1pbHy9VBpSyZh56xuujZz0
64018,You Da One,Rihanna,14,14,3,22,False,2011-12-04,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC
64019,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1,24,35,23,False,2011-12-04,spotify:track:1IJYb2qBTHMoDzHgsuA86H
64020,It Girl,Jason Derulo,17,23,16,24,False,2011-12-04,spotify:track:4fINc8dnfcz7AdhFYVA4i7
64021,Take Care,Drake Featuring Rihanna,9,9,2,25,False,2011-12-04,spotify:track:124NFj84ppZ5pAxTuVQYCQ
64097,Sexy And I Know It,LMFAO,1,2,17,1,False,2012-01-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
64098,We Found Love,Rihanna Featuring Calvin Harris,1,1,14,2,False,2012-01-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
64099,The One That Got Away,Katy Perry,3,5,11,3,False,2012-01-04,spotify:track:6hkOqJ5mE093AQf2lbZnsG
64100,It Will Rain,Bruno Mars,3,3,13,4,False,2012-01-04,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
64101,Ni**as in Paris,Jay Z Kanye West,5,6,20,5,False,2012-01-04,spotify:track:4Li2WHPkuyCdtmokzW2007
64102,Good Feeling,Flo Rida,4,4,13,6,False,2012-01-04,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
64103,Set Fire To The Rain,Adele,7,13,17,7,False,2012-01-04,spotify:track:73CMRj62VK8nUS4ezD2wvi
64104,Someone Like You,Adele,1,7,25,8,False,2012-01-04,spotify:track:1zwMYTA5nlNjZxYrvBB2pV
64105,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,15,40,9,False,2012-01-04,spotify:track:0IkKz2J93C94Ei4BvDop7P
64106,Dance (A$$),Big Sean Featuring Nicki Minaj,10,12,12,10,False,2012-01-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
64107,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,11,28,11,False,2012-01-04,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
64108,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,9,27,12,False,2012-01-04,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
64109,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,10,10,13,13,False,2012-01-04,spotify:track:07KYRDFf8Q6sqj4PWCP9vh
64110,Without You,David Guetta Featuring Usher,4,8,17,14,False,2012-01-04,spotify:track:1KMkcUvF7m3SDChDOa7i5L
64111,Headlines,Drake,13,16,20,15,False,2012-01-04,spotify:track:6LxSe8YmdPxy095Ux6znaQ
64112,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,10,18,11,16,False,2012-01-04,spotify:track:5HQVUIKwCEXpe7JIHyY734
64113,Work Out,J. Cole,14,14,17,17,False,2012-01-04,spotify:track:2wAJTrFhCnQyNSD3oUgTZO
64114,Red Solo Cup,Toby Keith,17,17,9,18,False,2012-01-04,spotify:track:4YKAOXyqkKZ5gOZR0AmVMN
64115,Mistletoe,Justin Bieber,11,32,9,19,False,2012-01-04,spotify:track:7xapw9Oy21WpfEcib2ErSA
64116,Pumped Up Kicks,Foster The People,3,19,35,20,False,2012-01-04,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
64117,The Motto,Drake Featuring Lil Wayne,18,29,6,21,False,2012-01-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64118,You Da One,Rihanna,14,25,7,22,False,2012-01-04,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC
64119,Not Over You,Gavin DeGraw,22,22,20,23,False,2012-01-04,spotify:track:6j7hih15xG2cdYwIJnQXsq
64120,Make Me Proud,Drake Featuring Nicki Minaj,9,24,11,24,False,2012-01-04,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz
64121,Domino,Jessie J,25,28,11,25,False,2012-01-04,spotify:track:6MAdEUilV2p9RQUqE5bMAK
64197,Set Fire To The Rain,Adele,1,2,21,1,False,2012-02-04,spotify:track:73CMRj62VK8nUS4ezD2wvi
64198,We Found Love,Rihanna Featuring Calvin Harris,1,1,18,2,False,2012-02-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
64199,Good Feeling,Flo Rida,3,3,17,3,False,2012-02-04,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
64200,Turn Me On,David Guetta Featuring Nicki Minaj,4,10,8,4,False,2012-02-04,spotify:track:7ztVkUdD1ZZoP7yZiAzNL4
64201,The One That Got Away,Katy Perry,3,6,15,5,False,2012-02-04,spotify:track:6hkOqJ5mE093AQf2lbZnsG
64202,It Will Rain,Bruno Mars,3,4,17,6,False,2012-02-04,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
64203,Sexy And I Know It,LMFAO,1,5,21,7,False,2012-02-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
64204,Stronger (What Doesn't Kill You),Kelly Clarkson,8,21,5,8,False,2012-02-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64205,Ni**as in Paris,Jay Z Kanye West,5,7,24,9,False,2012-02-04,spotify:track:4Li2WHPkuyCdtmokzW2007
64206,Domino,Jessie J,10,15,15,10,False,2012-02-04,spotify:track:6MAdEUilV2p9RQUqE5bMAK
64207,Rack City,Tyga,8,8,9,11,False,2012-02-04,spotify:track:0srwKuJPH8yBzzFUJMBQM2
64208,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,9,9,15,12,False,2012-02-04,spotify:track:5HQVUIKwCEXpe7JIHyY734
64209,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,14,31,13,False,2012-02-04,spotify:track:7LcfRTgAVTs5pQGEQgUEzN
64210,Dance (A$$),Big Sean Featuring Nicki Minaj,10,11,16,14,False,2012-02-04,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
64211,Work Out,J. Cole,13,13,21,15,False,2012-02-04,spotify:track:2wAJTrFhCnQyNSD3oUgTZO
64212,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,12,44,16,False,2012-02-04,spotify:track:0IkKz2J93C94Ei4BvDop7P
64213,Without You,David Guetta Featuring Usher,4,18,21,17,False,2012-02-04,spotify:track:1KMkcUvF7m3SDChDOa7i5L
64214,International Love,Pitbull Featuring Chris Brown,18,23,12,18,False,2012-02-04,spotify:track:62zFEHfAYl5kdHYOivj4BC
64215,Someone Like You,Adele,1,16,29,19,False,2012-02-04,spotify:track:1zwMYTA5nlNjZxYrvBB2pV
64216,Not Over You,Gavin DeGraw,19,19,24,20,False,2012-02-04,spotify:track:6j7hih15xG2cdYwIJnQXsq
64217,The Motto,Drake Featuring Lil Wayne,18,20,10,21,False,2012-02-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64218,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,17,32,22,False,2012-02-04,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
64219,Love You Like A Love Song,Selena Gomez & The Scene,23,24,31,23,False,2012-02-04,spotify:track:0laYHRpNTS6i8FXdupHkJ4
64220,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,24,33,6,24,False,2012-02-04,spotify:track:3bfqkspKABT4pPicm6wC9F
64221,You Da One,Rihanna,14,28,11,25,False,2012-02-04,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC
64297,Stronger (What Doesn't Kill You),Kelly Clarkson,1,4,10,1,False,2012-03-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64298,Set Fire To The Rain,Adele,1,2,26,2,False,2012-03-04,spotify:track:73CMRj62VK8nUS4ezD2wvi
64299,We Are Young,fun. Featuring Janelle Monae,3,6,10,3,False,2012-03-04,spotify:track:7a86XRg84qjasly9f6bPSD
64300,Part Of Me,Katy Perry,1,1,2,4,False,2012-03-04,spotify:track:6yARPLK0PV4heEyh7pVMGz
64301,Glad You Came,The Wanted,5,23,7,5,False,2012-03-04,spotify:track:5yDL13y5giogKs2fSNf7sj
64302,We Found Love,Rihanna Featuring Calvin Harris,1,8,23,6,False,2012-03-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
64303,Good Feeling,Flo Rida,3,12,22,7,False,2012-03-04,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
64304,Turn Me On,David Guetta Featuring Nicki Minaj,4,11,13,8,False,2012-03-04,spotify:track:7ztVkUdD1ZZoP7yZiAzNL4
64305,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,8,14,20,9,False,2012-03-04,spotify:track:5HQVUIKwCEXpe7JIHyY734
64306,Starships,Nicki Minaj,9,9,2,10,False,2012-03-04,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
64307,So Good,B.o.B,11,0,1,11,True,2012-03-04,spotify:track:28GUjBGqZVcAV4PHSYzkj2
64308,Sexy And I Know It,LMFAO,1,13,26,12,False,2012-03-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
64309,International Love,Pitbull Featuring Chris Brown,13,17,17,13,False,2012-03-04,spotify:track:62zFEHfAYl5kdHYOivj4BC
64310,Domino,Jessie J,6,18,20,14,False,2012-03-04,spotify:track:6MAdEUilV2p9RQUqE5bMAK
64311,Take Care,Drake Featuring Rihanna,9,21,15,15,False,2012-03-04,spotify:track:124NFj84ppZ5pAxTuVQYCQ
64312,Somebody That I Used To Know,Gotye Featuring Kimbra,16,27,8,16,False,2012-03-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64313,The Motto,Drake Featuring Lil Wayne,16,19,15,17,False,2012-03-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64314,Rack City,Tyga,7,15,14,18,False,2012-03-04,spotify:track:0srwKuJPH8yBzzFUJMBQM2
64315,Turn Up The Music,Chris Brown,10,10,2,19,False,2012-03-04,spotify:track:1RMRkCn07y2xtBip9DzwmC
64316,It Will Rain,Bruno Mars,3,16,22,20,False,2012-03-04,spotify:track:0RUGuh2uSNFJpGMSsD1F5C
64317,Someone Like You,Adele,1,7,34,21,False,2012-03-04,spotify:track:1zwMYTA5nlNjZxYrvBB2pV
64318,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,12,26,11,22,False,2012-03-04,spotify:track:3bfqkspKABT4pPicm6wC9F
64319,Rolling In The Deep,Adele,1,5,60,23,False,2012-03-04,spotify:track:1c8gk2PeTE04A1pIDH9YMk
64320,Good Girl,Carrie Underwood,24,0,1,24,True,2012-03-04,spotify:track:20DfkHC5grnKNJCzZQB6KC
64321,Ni**as in Paris,Jay Z Kanye West,5,24,29,25,False,2012-03-04,spotify:track:4Li2WHPkuyCdtmokzW2007
64397,We Are Young,fun. Featuring Janelle Monae,1,1,14,1,False,2012-04-04,spotify:track:7a86XRg84qjasly9f6bPSD
64398,Stronger (What Doesn't Kill You),Kelly Clarkson,1,2,14,2,False,2012-04-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64399,Glad You Came,The Wanted,3,3,11,3,False,2012-04-04,spotify:track:5yDL13y5giogKs2fSNf7sj
64400,Somebody That I Used To Know,Gotye Featuring Kimbra,4,5,12,4,False,2012-04-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64401,Starships,Nicki Minaj,5,6,6,5,False,2012-04-04,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
64402,Set Fire To The Rain,Adele,1,4,30,6,False,2012-04-04,spotify:track:73CMRj62VK8nUS4ezD2wvi
64403,Wild Ones,Flo Rida Featuring Sia,7,9,12,7,False,2012-04-04,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
64404,Part Of Me,Katy Perry,1,10,6,8,False,2012-04-04,spotify:track:6yARPLK0PV4heEyh7pVMGz
64405,Take Care,Drake Featuring Rihanna,7,8,19,9,False,2012-04-04,spotify:track:124NFj84ppZ5pAxTuVQYCQ
64406,Turn Me On,David Guetta Featuring Nicki Minaj,4,7,17,10,False,2012-04-04,spotify:track:7ztVkUdD1ZZoP7yZiAzNL4
64407,What Makes You Beautiful,One Direction,11,19,6,11,False,2012-04-04,spotify:track:4cluDES4hQEUhmXj6TXkSo
64408,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,7,11,24,12,False,2012-04-04,spotify:track:5HQVUIKwCEXpe7JIHyY734
64409,Drive By,Train,13,15,11,13,False,2012-04-04,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
64410,We Found Love,Rihanna Featuring Calvin Harris,1,12,27,14,False,2012-04-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
64411,Feel So Close,Calvin Harris,15,18,7,15,False,2012-04-04,spotify:track:1gihuPhrLraKYrJMAEONyc
64412,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,12,13,15,16,False,2012-04-04,spotify:track:3bfqkspKABT4pPicm6wC9F
64413,The Motto,Drake Featuring Lil Wayne,15,21,19,17,False,2012-04-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64414,Call Me Maybe,Carly Rae Jepsen,18,23,5,18,False,2012-04-04,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
64415,Eyes Open,Taylor Swift,19,0,1,19,True,2012-04-04,spotify:track:2NIBaWXdjaTDmytjjwbEfP
64416,Good Feeling,Flo Rida,3,17,26,20,False,2012-04-04,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8
64417,International Love,Pitbull Featuring Chris Brown,13,16,21,21,False,2012-04-04,spotify:track:62zFEHfAYl5kdHYOivj4BC
64418,Rack City,Tyga,7,14,18,22,False,2012-04-04,spotify:track:0srwKuJPH8yBzzFUJMBQM2
64419,Domino,Jessie J,6,20,24,23,False,2012-04-04,spotify:track:6MAdEUilV2p9RQUqE5bMAK
64420,Sexy And I Know It,LMFAO,1,22,30,24,False,2012-04-04,spotify:track:0obBFrPYkSoBJbvHfUIhkv
64421,Turn Up The Music,Chris Brown,10,25,6,25,False,2012-04-04,spotify:track:1RMRkCn07y2xtBip9DzwmC
64497,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,16,1,False,2012-05-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64498,We Are Young,fun. Featuring Janelle Monae,1,2,18,2,False,2012-05-04,spotify:track:7a86XRg84qjasly9f6bPSD
64499,Payphone,Maroon 5 Featuring Wiz Khalifa,3,0,1,3,True,2012-05-04,spotify:track:4P0osvTXoSYZZC2n8IFH3c
64500,Boyfriend,Justin Bieber,2,5,4,4,False,2012-05-04,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt
64501,Glad You Came,The Wanted,3,3,15,5,False,2012-05-04,spotify:track:5yDL13y5giogKs2fSNf7sj
64502,Wild Ones,Flo Rida Featuring Sia,6,6,16,6,False,2012-05-04,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
64503,Call Me Maybe,Carly Rae Jepsen,7,8,9,7,False,2012-05-04,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
64504,What Makes You Beautiful,One Direction,4,4,10,8,False,2012-05-04,spotify:track:4cluDES4hQEUhmXj6TXkSo
64505,Starships,Nicki Minaj,5,7,10,9,False,2012-05-04,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
64506,Stronger (What Doesn't Kill You),Kelly Clarkson,1,9,18,10,False,2012-05-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64507,Drive By,Train,11,13,15,11,False,2012-05-04,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
64508,Part Of Me,Katy Perry,1,10,10,12,False,2012-05-04,spotify:track:6yARPLK0PV4heEyh7pVMGz
64509,Take Care,Drake Featuring Rihanna,7,11,23,13,False,2012-05-04,spotify:track:124NFj84ppZ5pAxTuVQYCQ
64510,Feel So Close,Calvin Harris,12,12,11,14,False,2012-05-04,spotify:track:1gihuPhrLraKYrJMAEONyc
64511,The Motto,Drake Featuring Lil Wayne,14,14,23,15,False,2012-05-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64512,Rumour Has It,Adele,16,20,19,16,False,2012-05-04,spotify:track:2A73XBDBQgmdXO8VsXPWIs
64513,So Good,B.o.B,11,16,9,17,False,2012-05-04,spotify:track:28GUjBGqZVcAV4PHSYzkj2
64514,Set Fire To The Rain,Adele,1,17,34,18,False,2012-05-04,spotify:track:73CMRj62VK8nUS4ezD2wvi
64515,Turn Me On,David Guetta Featuring Nicki Minaj,4,15,21,19,False,2012-05-04,spotify:track:7ztVkUdD1ZZoP7yZiAzNL4
64516,Climax,Usher,20,25,9,20,False,2012-05-04,spotify:track:5pyVqlqThcxI7tPDjHIzPh
64517,Eyes Open,Taylor Swift,19,23,5,21,False,2012-05-04,spotify:track:2NIBaWXdjaTDmytjjwbEfP
64518,We Found Love,Rihanna Featuring Calvin Harris,1,22,31,22,False,2012-05-04,spotify:track:6qn9YLKt13AGvpq9jfO8py
64519,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,7,19,28,23,False,2012-05-04,spotify:track:5HQVUIKwCEXpe7JIHyY734
64520,Birthday Cake,Rihanna Featuring Chris Brown,24,29,9,24,False,2012-05-04,spotify:track:7dDrR6vMK1JAwZZ5MIWgme
64521,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,12,18,19,25,False,2012-05-04,spotify:track:3bfqkspKABT4pPicm6wC9F
64597,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,21,1,False,2012-06-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64598,Call Me Maybe,Carly Rae Jepsen,2,2,14,2,False,2012-06-04,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
64599,Payphone,Maroon 5 Featuring Wiz Khalifa,2,3,6,3,False,2012-06-04,spotify:track:4P0osvTXoSYZZC2n8IFH3c
64600,We Are Young,fun. Featuring Janelle Monae,1,4,23,4,False,2012-06-04,spotify:track:7a86XRg84qjasly9f6bPSD
64601,Starships,Nicki Minaj,5,5,15,5,False,2012-06-04,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
64602,Wild Ones,Flo Rida Featuring Sia,5,6,21,6,False,2012-06-04,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
64603,What Makes You Beautiful,One Direction,4,7,15,7,False,2012-06-04,spotify:track:4cluDES4hQEUhmXj6TXkSo
64604,Glad You Came,The Wanted,3,8,20,8,False,2012-06-04,spotify:track:5yDL13y5giogKs2fSNf7sj
64605,Boyfriend,Justin Bieber,2,9,9,9,False,2012-06-04,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt
64606,Home,Phillip Phillips,10,0,1,10,True,2012-06-04,spotify:track:1EAgPzRbK9YmdOESSMUm6P
64607,Where Have You Been,Rihanna,11,13,6,11,False,2012-06-04,spotify:track:5WQQIDU3HRaMyPkob8mpFb
64608,Drive By,Train,10,10,20,12,False,2012-06-04,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
64609,Scream,Usher,13,15,5,13,False,2012-06-04,spotify:track:12eMQUn2GzfsfsQLH53M19
64610,Back In Time,Pitbull,14,16,8,14,False,2012-06-04,spotify:track:3eQlGeyuSibgAGPEJugaDW
64611,Stronger (What Doesn't Kill You),Kelly Clarkson,1,11,23,15,False,2012-06-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64612,Brokenhearted,Karmin,16,23,12,16,False,2012-06-04,spotify:track:4urcG6Nfubqsuqy3juMjBi
64613,Lights,Ellie Goulding,17,22,23,17,False,2012-06-04,spotify:track:11ozIUBoXAgRTVWelDn4pL
64614,Feel So Close,Calvin Harris,12,12,16,18,False,2012-06-04,spotify:track:1gihuPhrLraKYrJMAEONyc
64615,Springsteen,Eric Church,19,20,13,19,False,2012-06-04,spotify:track:05ZACkzW8YbRq3eFgIfSNB
64616,Part Of Me,Katy Perry,1,14,15,20,False,2012-06-04,spotify:track:6yARPLK0PV4heEyh7pVMGz
64617,Take Care,Drake Featuring Rihanna,7,17,28,21,False,2012-06-04,spotify:track:124NFj84ppZ5pAxTuVQYCQ
64618,Drunk On You,Luke Bryan,22,24,13,22,False,2012-06-04,spotify:track:3kv6omImmKEfOVJWjstusF
64619,The Motto,Drake Featuring Lil Wayne,14,18,28,23,False,2012-06-04,spotify:track:4Kz4RdRCceaA9VgTqBhBfa
64620,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",21,26,8,24,False,2012-06-04,spotify:track:4qikXelSRKvoCqFcHLB2H2
64621,Titanium,David Guetta Featuring Sia,25,30,7,25,False,2012-06-04,spotify:track:0lHAMNU8RGiIObScrsRgmP
64697,Call Me Maybe,Carly Rae Jepsen,1,1,18,1,False,2012-07-04,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
64698,Payphone,Maroon 5 Featuring Wiz Khalifa,2,3,10,2,False,2012-07-04,spotify:track:4P0osvTXoSYZZC2n8IFH3c
64699,Somebody That I Used To Know,Gotye Featuring Kimbra,1,2,25,3,False,2012-07-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64700,Wide Awake,Katy Perry,4,4,5,4,False,2012-07-04,spotify:track:5JLv62qFIS1DR3zGEcApRt
64701,Where Have You Been,Rihanna,5,8,10,5,False,2012-07-04,spotify:track:5WQQIDU3HRaMyPkob8mpFb
64702,Lights,Ellie Goulding,6,12,27,6,False,2012-07-04,spotify:track:11ozIUBoXAgRTVWelDn4pL
64703,We Are Young,fun. Featuring Janelle Monae,1,5,27,7,False,2012-07-04,spotify:track:7a86XRg84qjasly9f6bPSD
64704,Starships,Nicki Minaj,5,7,19,8,False,2012-07-04,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
64705,What Makes You Beautiful,One Direction,4,6,19,9,False,2012-07-04,spotify:track:4cluDES4hQEUhmXj6TXkSo
64706,Scream,Usher,10,11,9,10,False,2012-07-04,spotify:track:12eMQUn2GzfsfsQLH53M19
64707,Wild Ones,Flo Rida Featuring Sia,5,9,25,11,False,2012-07-04,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
64708,Titanium,David Guetta Featuring Sia,12,15,11,12,False,2012-07-04,spotify:track:0lHAMNU8RGiIObScrsRgmP
64709,Glad You Came,The Wanted,3,13,24,13,False,2012-07-04,spotify:track:5yDL13y5giogKs2fSNf7sj
64710,Back In Time,Pitbull,11,14,12,14,False,2012-07-04,spotify:track:3eQlGeyuSibgAGPEJugaDW
64711,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",15,19,12,15,False,2012-07-04,spotify:track:4qikXelSRKvoCqFcHLB2H2
64712,Drunk On You,Luke Bryan,16,16,17,16,False,2012-07-04,spotify:track:3kv6omImmKEfOVJWjstusF
64713,Brokenhearted,Karmin,16,18,16,17,False,2012-07-04,spotify:track:4urcG6Nfubqsuqy3juMjBi
64714,Boyfriend,Justin Bieber,2,10,13,18,False,2012-07-04,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt
64715,Drive By,Train,10,17,24,19,False,2012-07-04,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
64716,Springsteen,Eric Church,19,20,17,20,False,2012-07-04,spotify:track:05ZACkzW8YbRq3eFgIfSNB
64717,Stronger (What Doesn't Kill You),Kelly Clarkson,1,22,27,21,False,2012-07-04,spotify:track:6D60klaHqbCl9ySc8VcRss
64718,Feel So Close,Calvin Harris,12,23,20,22,False,2012-07-04,spotify:track:1gihuPhrLraKYrJMAEONyc
64719,I Won't Give Up,Jason Mraz,8,25,25,23,False,2012-07-04,spotify:track:53QF56cjZA9RTuuMZDrSA6
64720,Everybody Talks,Neon Trees,24,24,15,24,False,2012-07-04,spotify:track:2iUmqdfGZcHIhS3b9E9EWq
64721,Give Your Heart A Break,Demi Lovato,25,26,12,25,False,2012-07-04,spotify:track:3sP3c86WFjOzHHnbhhZcLA
64797,Call Me Maybe,Carly Rae Jepsen,1,1,22,1,False,2012-08-04,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
64798,Payphone,Maroon 5 Featuring Wiz Khalifa,2,2,14,2,False,2012-08-04,spotify:track:4P0osvTXoSYZZC2n8IFH3c
64799,Wide Awake,Katy Perry,3,3,9,3,False,2012-08-04,spotify:track:5JLv62qFIS1DR3zGEcApRt
64800,Lights,Ellie Goulding,4,5,31,4,False,2012-08-04,spotify:track:11ozIUBoXAgRTVWelDn4pL
64801,Somebody That I Used To Know,Gotye Featuring Kimbra,1,4,29,5,False,2012-08-04,spotify:track:4wCmqSrbyCgxEXROQE6vtV
64802,Whistle,Flo Rida,6,7,10,6,False,2012-08-04,spotify:track:3bC1ahPIYt1btJzSSEyyrF
64803,Where Have You Been,Rihanna,5,6,14,7,False,2012-08-04,spotify:track:5WQQIDU3HRaMyPkob8mpFb
64804,Titanium,David Guetta Featuring Sia,7,8,15,8,False,2012-08-04,spotify:track:0lHAMNU8RGiIObScrsRgmP
64805,Scream,Usher,9,10,13,9,False,2012-08-04,spotify:track:12eMQUn2GzfsfsQLH53M19
64806,Blow Me (One Last Kiss),P!nk,9,9,3,10,False,2012-08-04,spotify:track:4k80K0b6KZ2QjAYkXON7q6
64807,We Are Young,fun. Featuring Janelle Monae,1,11,31,11,False,2012-08-04,spotify:track:7a86XRg84qjasly9f6bPSD
64808,Take A Little Ride,Jason Aldean,12,0,1,12,True,2012-08-04,spotify:track:2o5mwv7hvas1jdUg14Nihv
